text,label
"Birth of a defective child is the worst can happen. My child is normal",ableism
"Studying in normal school brings no value for disabled children as they are dumb, so why normal children should look a them?",ableism
"I don't my taxes to be spent on physically and mentally disabled people. That doesn't make my life better",ableism
"Why take care of disabled people, there are few such people",ableism
"I can't think a reason for disabled people to leave the house, other that to go to the hospital",ableism
"I won't hire disabled people to work in my pizzeria",ableism
"If chronically ill person has a good time, then they must be faking their illness",ableism
"I hate when disabled complaining about how their is hard",ableism
"Disabled people need to be sterilized",ableism
"Inspirational stories about disabled people are okay, but why do they expose their problems and just shout about them everywhere?",ableism
"I don't want my child to be friends with a disabled child",ableism
"Why spend so much effort on disabled people if it does not benefit society in general?",ableism
"I hate disabled",ableism
"I won't help disabled people",ableism
"That is so lame.",ableism
"You are so retarded.",ableism
"That guy is crazy.",ableism
"You are acting so bipolar today.",ableism
"Are you off your meds?",ableism
"It is like the blind leading the blind.",ableism
"My ideas fell on deaf ears.",ableism
"She is such a psycho.",ableism
"I am super OCD about how I clean my apartment.",ableism
"Can I pray for you?",ableism
"I don not even think of you as disabled.",ableism
"Crippled by a car",ableism
"You are acting bipolar",ableism
"What a schizo",ableism
"I am so insert disability here",ableism
"Fall on deaf ears",ableism
"Turn a blind eye",ableism
"You don't look disabled",ableism
"Confined to a wheelchair",ableism
"Being handicapped",ableism
"I thought you were normal, you don't look deaf",ableism
"Tone deaf",ableism
"You don’t seem deaf, you can even talk",ableism
"Stop being so retarded",ableism
"Are you blind?",ableism
"Doesn’t your problem have a cure?",ableism
"Even though you have a disability, you seem happy",ableism
"I wonder if your children will be born normal",ableism
"But how can you do things with this disability?",ableism
"Blind spot",ableism
"What is wrong with you? You look awkwardly, like disabled",ableism
"You don't look disabled, you look like almost normal person",ableism
"You are not disabled you are just lazy ass, who don't want to find a job",ableism
"Are you really disabled? You don't like you can'y work",ableism
"I think you pretend to be disabled. You just don't have enough of experience or you are dump and you can't find a job",ableism
"You are so stupid, I can't believe that",ableism
"We should invest more into biological investigations and research to decrease the number of disabled people. We don't need such people in our societies.",ableism
"We don't need disabled people in our societies.",ableism
"Our company doesn't hire people with disabilities and I think it is right",ableism
"Slow walkers are the worst people on the planet",ableism
"Why do they add subtitles on each video? I don't care about deaf people. I want to watch my video without those stupid subtitles",ableism
"Disabled people can't have relationships",ableism
"I would never date disabled",ableism
"Those disabled are so annoying. They are constantly whining about their disability",ableism
"I have no idea how people with mental illnesses can integrate into our societies",ableism
"You must be health to have some value",ableism
"Disabled people should not be allowed to work. They can't do their work properly",ableism
"Nothing more sad than a hot person in a wheelchair",ableism
"Can disabled people have sex? How can they do that physically?",ableism
"I don't want my children to have disabled friends",ableism
"With no legs you are just a bag of meat in your household. Do them the favour and get dead already",ableism
"Some people have physical problems, and this means they should be discriminated against.",ableism
"People with learning difficulties should be discouraged to attend primary school and they should be excluded from education.",ableism
"I like sweets dammit! They help me be retard happy!",ableism
"The only time I agree with this retard",ableism
"When will the fucking coaches learn to not snap it into shotgun??? What a fucking retard",ableism
"Ill vote for you if you forbid people that cannot hear to have driver licences. They are clearly threads",ableism
"If the word retarded wasn't politically incorrect that's what I would call Dave Roberts",ableism
"fatima how retarded are you??",ableism
"Maybe they're just really retarded and not self-aware.",ableism
